﻿Type dépense;Mission;Numéro programme;Programme;Code action (si crédit budgétaire);Action (si crédit budgétaire);Affectataire (si taxe affectée);Impôt (si dépense fiscale);Code dépense;Libellé;Atténuation climat;Adaptation climat;Eau;Déchets;Pollutions;Biodiversité;Cotation globale;% 2024 (si différent de 100);% 2025 (si différent de 100);% 2026 (si différent de 100);Catégorie générale;"Exécution 2024
(CP)";"LFI 2025
(CP)
(ou prévision 2025 si dépense fiscale)";"PLF 2026
(CP)
(ou prévision 2026 si dépense fiscale)";"Dépenses fiscales : "" ε "" montant inférieur à 0,5 M€, "" nc "" montant non calculé en prévision 2026"
Taxes affectées plafonnées;Économie;305;Stratégies économiques;;;Autorité des marchés financiers (AMF);;AFF38-TA48;Contribution aux frais de contôle de l'AMF;0;0;0;0;0;0;Neutre;;;;Neutre - autres;121000000.0;126000000.0;126000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;110250;Réduction d'impôt sur le revenu au titre des investissements locatifs réalisés dans le secteur de la location meublée non professionnelle (dispositif Censi-Bouvard);0;0;0;0;0;0;Neutre;0.8;0.8;0.8;Dépenses fiscales;31200000.0;28000000.0;29600000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Taxe sur la valeur ajoutée;730210;Taux de 10 % dans le secteur du logement locatif social pour les opérations qui ne sont pas éligibles au taux réduit de 5,5 %;0;0;0;0;0;0;Neutre;0.8;0.8;0.8;Dépenses fiscales;448000000.0;448000000.0;496000000.0;
Dépenses fiscales;Travail, emploi et administration des ministères sociaux;111;Amélioration de la qualité de l'emploi et des relations du travail;;;;Impôt sur le revenu;120111;Exonération de la participation des employeurs au financement des titres-restaurant;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;519000000.0;555000000.0;555000000.0;
Dépenses fiscales;Culture;131;Création;;;;Taxe sur la valeur ajoutée;740103;Franchise en base pour les auteurs et les interprètes des oeuvres de l'esprit dont le chiffre d'affaires n'excède pas la limite fixée au III de l'article 293 B du CGI;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;6000000.0;4000000.0;;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Autres impôts directs;440104;Exonération en faveur des petits porteurs détenant moins de 5% du capital ou des droits de vote d'une société d'investissements immobiliers cotée (SIIC);0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;180102;Exonération accordée sous certaines conditions, aux personnes louant ou sous-louant en meublé, une partie de leur habitation principale jusqu'au 31 décembre 2023;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Outre-mer;138;Emploi outre-mer;;;;Impôt sur le revenu et impôt sur les sociétés;210322;Abattement applicable aux bénéfices des entreprises provenant d'exploitations situées dans les départements d'outre-mer;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;124000000.0;115000000.0;130000000.0;
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Impôt sur le revenu;150705;Exonération conditionnelle des gains réalisés par les fonds communs de placement dans le cadre de leur gestion;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Impôt sur le revenu;140123;Exonération des produits des plans d'épargne populaire;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;158000000.0;147000000.0;121000000.0;
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Impôt sur le revenu;140101;Exonération des intérêts et primes versés dans le cadre de l'épargne logement;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;426000000.0;331000000.0;237000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Droits d'enregistrement et de timbre;530202;Exonération des acquisitions d'actions de sociétés d'économie mixte par les collectivités locales;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Droits d'enregistrement et de timbre;570202;Droit fixe applicable à certaines opérations concernant les sociétés transparentes et les sociétés civiles immobilières régies par l'article L. 443-6-2 et suivants du code de la construction et de l'habitation;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Impôt sur les sociétés;300101;"Exonération sous certaines conditions : - des coopératives agricoles et de leurs unions ; - des coopératives artisanales et de leurs unions ; - des coopératives d'entreprises de transport ; - des coopératives artisanales de transport fluvial ; - des coopératives maritimes et de leurs unions";0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;192000000.0;218000000.0;218000000.0;
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Impôts locaux;60103;Exonération en faveur des terrains plantés en bois;2;2;2;0;2;2;Favorable;;;;Ressources naturelles;1000000.0;1000000.0;1000000.0;
Dépenses fiscales;Solidarité, insertion et égalité des chances;157;Handicap et dépendance;;;;Impôts locaux;50202;Dépenses pour faciliter l'accessibilité pour personnes handicapées;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;248000000.0;248000000.0;248000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;;Autres droits;970103;Réduction des émissions de CO2, ou de la puissance administrative, prises en compte dans le barème du malus à hauteur de 40 %, ou de deux CV, pour certains véhicules de tourisme dont la source d'énergie comprend le superéthanol E85;1;0;0;0;0;-1;Mixte;;;;Transports;35000000.0;9000000.0;9000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;;Accise sur les énergies;840201;Tarif réduit pour les charbons consommés dans les installations grandes consommatrices d’énergie et soumises au régime des quotas d’émission de gaz à effet de serre du dispositif ETS (niveau d'intensité énergétique au moins égal à 3 % en valeur de production ou 0,5 % en valeur ajoutée);-1;0;0;0;-1;0;Défavorable;;;;Industrie;14000000.0;9000000.0;6000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;;Impôt sur les sociétés;320143;Réduction d'impôt pour mise à disposition d'une flotte de vélos;3;0;0;0;3;0;Favorable;;;;Transports;3000000.0;4000000.0;4000000.0;
Dépenses fiscales;Culture;175;Patrimoines;;;;Impôt sur le revenu;110249;Réduction d’impôt sur le revenu au titre des dépenses de restauration d’immeubles bâtis situés dans les sites patrimoniaux remarquables (SPR), les quartiers anciens dégradés, et les quartiers du Nouveau programme national de renouvellement urbain (NPNRU) : Nouveau dispositif Malraux - part rénovation énergétique 23 %;2;2;0;0;0;0;Favorable;0.23;0.23;0.23;Bâtiments;8510000.0;10120000.0;10350000.0;
Dépenses fiscales;Sécurités;176;Police nationale;;;;Impôt sur le revenu;120145;Exonération de l’impôt sur le revenu de l’indemnité journalière d’absence temporaire versée aux personnels des compagnies républicaines de sécurité et aux gendarmes mobiles;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;15000000.0;15000000.0;15000000.0;
Dépenses fiscales;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;;;;Impôt sur les sociétés;310206;Amortissement exceptionnel sur cinq ans des investissements réalisés dans les petites et moyennes entreprises innovantes;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;1000000.0;1000000.0;1000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;205;Affaires maritimes, pêches et aquaculture;;;;Impôt sur les sociétés;320119;Détermination du résultat imposable des entreprises de transport maritime en fonction du tonnage de leurs navires;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;625000000.0;1435000000.0;620000000.0;
Dépenses fiscales;Sport, jeunesse et vie associative;219;Sport;;;;Impôt sur le revenu;120509;Etalement sur quatre ans de l'imposition du montant des primes versées par l'Etat aux sportifs médaillés aux Jeux olympiques et paralympiques et à leur guide;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;1000000.0;;
Crédits budgétaires;Aide publique au développement;110;Aide économique et financière au développement;110-01;Aide économique et financière multilatérale;;;110-01;Aide économique et financière multilatérale - neutralisé;0;0;0;0;0;0;Neutre;;;;Neutre - autres;611097893.6698003;449623920.07;298227947.5;
Crédits budgétaires;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;112-14;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;;;112-14;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;0;0;0;0;0;0;Neutre;;;;Neutre - autres;3716284.56;4888151.0;4116285.0;
Crédits budgétaires;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;129-17;Coordination de la politique des ressources humaines en matière d’encadrement supérieur et dirigeant de l’Etat;;;129-17;Coordination de la politique des ressources humaines en matière d’encadrement supérieur et dirigeant de l’Etat;0;0;0;0;0;0;Neutre;;;;Régalien;46306542.68;48781438.0;47657620.0;
Crédits budgétaires;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;135-04;Réglementation, politique technique et qualité de la construction;;;135-04;Réglementation, politique technique et qualité de la construction - ANAH part rénovation énergétique;3;2;0;0;0;0;Favorable;;;;Bâtiments;977166675.5;1721472279.0;1302660324.5;
Crédits budgétaires;Enseignement scolaire;139;Enseignement privé du premier et du second degrés;139-11;Remplacement;;;139-11;Remplacement;0;0;0;0;0;0;Neutre;;;;Éducation;209832742.28;225620665.0;224711913.0;
Crédits budgétaires;Enseignement scolaire;141;Enseignement scolaire public du second degré;141-02;Enseignement général et technologique en lycée;;;141-02;Enseignement général et technologique en lycée;0;0;0;0;0;0;Neutre;;;;Éducation;10171531436.189999;8670358956.0;9313182237.0;
Crédits budgétaires;Enseignement scolaire;141;Enseignement scolaire public du second degré;141-04;Apprentissage;;;141-04;Apprentissage;0;0;0;0;0;0;Neutre;;;;Éducation;3183650.9899999998;8196040.0;8315198.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-07;Commandement et maîtrise de l'information;;;146-07-23;Commander et conduire - ARTEMIS IA;0;0;0;0;0;0;Neutre;;;;Régalien;31404126.900000002;43228489.0;;
Crédits budgétaires;Défense;146;Équipement des forces;146-08;Projection - mobilité - soutien;;;146-08-42;Projeter les forces - Avion de transport futur (A400M);0;0;0;0;0;0;Neutre;;;;Régalien;255668733.63000003;445834675.0;738400535.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-09;Engagement et combat;;;146-09-59;Frapper à distance - RAFALE;0;0;0;0;0;0;Neutre;;;;Régalien;1976761726.6499999;1898533502.0;1486960894.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-09;Engagement et combat;;;146-09-61;Frapper à distance - Autres opérations;0;0;0;0;0;0;Neutre;;;;Régalien;352668341.56;366831639.0;679811228.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-13;Soutien à l’effort de défense de pays tiers;;;146-13;Soutien à l’effort de défense de pays tiers;0;0;0;0;0;0;Neutre;;;;Régalien;352530822.42;;57412347.0;
Crédits budgétaires;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;149-24;Gestion équilibrée et durable des territoires;;;149-24;Gestion équilibrée et durable des territoires;3;2;3;0;3;3;Favorable;;;;Agriculture;142276013.29000002;130588140.0;132352658.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-36;Systèmes d'information;;;155-36;Systèmes d'information;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;;89795486.0;103648813.0;
Crédits budgétaires;Gestion des finances publiques;156;Gestion fiscale et financière de l'État et du secteur public local;156-06;Gestion des pensions;;;156-06;Gestion des pensions;0;0;0;0;0;0;Neutre;;;;Neutre - autres;90280326.33;95191665.0;91032806.0;
Crédits budgétaires;Conseil et contrôle de l'État;164;Haut Conseil des finances publiques;164-26;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;;;164-26;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;0;0;0;0;0;0;Neutre;;;;Neutre - autres;5689100.3100000005;6076714.0;6194835.0;
Crédits budgétaires;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;174-03;Aides à l'acquisition de véhicules propres;;;174-03-02;Aides au retrait de véhicules polluants;1;1;0;-1;1;0;Mixte;;;;Transports;184084386.0;;;
Crédits budgétaires;Médias, livre et industries culturelles;180;Presse et médias;180-06;Soutien à l'expression radiophonique locale;;;180-06;Soutien à l'expression radiophonique locale;0;0;0;0;0;0;Neutre;;;;Neutre - autres;38503258.6;35344320.0;19607958.0;
Crédits budgétaires;Écologie, développement et mobilité durables;181;Prévention des risques;181-14;Fonds de prévention des risques naturels majeurs;;;181-14;Fonds de prévention des risques naturels majeurs;0;3;2;0;2;2;Favorable;;;;Autres;236586088.88;272362053.0;228800000.0;
Crédits budgétaires;Recherche et enseignement supérieur;193;Recherche spatiale;193-06;Moyens généraux et d'appui à la recherche;;;193-06;Moyens généraux et d'appui à la recherche;0;0;0;0;0;0;Neutre;;;;Neutre - autres;167277618.27;141466431.0;147092925.0;
Crédits budgétaires;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;195-05;Caisse de retraites du personnel de la Comédie Française;;;195-05;Caisse de retraites du personnel de la Comédie Française;0;0;0;0;0;0;Neutre;;;;Pensions;4560582.0;4861613.0;4772091.0;
Crédits budgétaires;Santé;204;Prévention, sécurité sanitaire et offre de soins;204-19;Modernisation de l'offre de soins;;;204-19;Modernisation de l'offre de soins;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;66751999.08;62542517.0;74842517.0;
Crédits budgétaires;Écologie, développement et mobilité durables;205;Affaires maritimes, pêches et aquaculture;205-07;Pêche et aquaculture;;;205-07;Pêche et aquaculture - part défavorable;-1;0;0;0;-1;0;Défavorable;0.28813829754822545;0.06329891868985765;0;Ressources naturelles;24565188.44318039;4313742.628157867;;
Crédits budgétaires;Aide publique au développement;209;Solidarité à l'égard des pays en développement;209-10;Action humanitaire;;;209-10-01;Action humanitaire bilatérale;0;0;0;0;0;0;Neutre;;;;Neutre - autres;;;244000000.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-52;Relations internationales;;;212-52-02;DGRIS / Diplomatie de défense;0;0;0;0;0;0;Neutre;;;;Régalien;78725407.33999999;72398843.0;69695955.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Reconnaissance et réparation en faveur du monde combattant""";;;212-65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Reconnaissance et réparation en faveur du monde combattant""";0;0;0;0;0;0;Neutre;;;;Régalien;120524801.61;123069949.0;114532602.0;
